tax_id,GeneID,Symbol,chromosome,map_location,type_of_gene,description
9606,397,ARHGDIB,12,12p12.3,protein-coding,Rho GDP dissociation inhibitor (GDI) beta
9606,399,RHOH,4,4p13,protein-coding,ras homolog family member H
9606,400,ARL1,12,12q23.2,protein-coding,ADP-ribosylation factor-like 1
9606,402,ARL2,11,11q13,protein-coding,ADP-ribosylation factor-like 2
9606,403,ARL3,10,10q23.3,protein-coding,ADP-ribosylation factor-like 3
9606,405,ARNT,1,1q21,protein-coding,aryl hydrocarbon receptor nuclear translocator
9606,407,ARR3,X,Xcen-q21,protein-coding,"arrestin 3, retinal (X-arrestin)"
9606,408,ARRB1,11,11q13,protein-coding,"arrestin, beta 1"
9606,409,ARRB2,17,17p13,protein-coding,"arrestin, beta 2"
9606,411,ARSB,5,5q14.1,protein-coding,arylsulfatase B
9606,420,ART4,12,12p13-p12,protein-coding,ADP-ribosyltransferase 4 (Dombrock blood group)
9606,429,ASCL1,12,12q23.2,protein-coding,achaete-scute family bHLH transcription factor 1
9606,430,ASCL2,11,11p15.5,protein-coding,achaete-scute family bHLH transcription factor 2
9606,432,ASGR1,17,17p13.2,protein-coding,asialoglycoprotein receptor 1
9606,435,ASL,7,7q11.21,protein-coding,argininosuccinate lyase
9606,439,ASNA1,19,19q13.3,protein-coding,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
9606,440,ASNS,7,7q21.3,protein-coding,asparagine synthetase (glutamine-hydrolyzing)
9606,444,ASPH,8,8q12.1,protein-coding,aspartate beta-hydroxylase
9606,445,ASS1,9,9q34.1,protein-coding,argininosuccinate synthase 1
9606,462,SERPINC1,1,1q25.1,protein-coding,"serpin peptidase inhibitor, clade C (antithrombin), member 1"
9606,466,ATF1,12,12q13,protein-coding,activating transcription factor 1
9606,467,ATF3,1,1q32.3,protein-coding,activating transcription factor 3
9606,468,ATF4,22,22q13.1,protein-coding,activating transcription factor 4
9606,471,ATIC,2,2q35,protein-coding,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
9606,472,ATM,11,11q22-q23,protein-coding,ATM serine/threonine kinase
9606,473,RERE,1,1p36.23,protein-coding,arginine-glutamic acid dipeptide (RE) repeats
9606,475,ATOX1,5,5q32,protein-coding,antioxidant 1 copper chaperone
9606,476,ATP1A1,1,1p21,protein-coding,"ATPase, Na+/K+ transporting, alpha 1 polypeptide"
9606,478,ATP1A3,19,19q13.31,protein-coding,"ATPase, Na+/K+ transporting, alpha 3 polypeptide"
9606,479,ATP12A,13,13q12.12|13q12.1-q12.3,protein-coding,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide"
9606,481,ATP1B1,1,1q24,protein-coding,"ATPase, Na+/K+ transporting, beta 1 polypeptide"
9606,483,ATP1B3,3,3q23,protein-coding,"ATPase, Na+/K+ transporting, beta 3 polypeptide"
9606,487,ATP2A1,16,16p12.1,protein-coding,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
9606,488,ATP2A2,12,12q24.11,protein-coding,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
9606,489,ATP2A3,17,17p13.3,protein-coding,"ATPase, Ca++ transporting, ubiquitous"
9606,490,ATP2B1,12,12q21.3,protein-coding,"ATPase, Ca++ transporting, plasma membrane 1"
9606,491,ATP2B2,3,3p25.3,protein-coding,"ATPase, Ca++ transporting, plasma membrane 2"
9606,493,ATP2B4,1,1q32.1,protein-coding,"ATPase, Ca++ transporting, plasma membrane 4"
9606,495,ATP4A,19,19q13.1,protein-coding,"ATPase, H+/K+ exchanging, alpha polypeptide"
9606,496,ATP4B,13,13q34,protein-coding,"ATPase, H+/K+ exchanging, beta polypeptide"
9606,498,ATP5A1,18,18q21,protein-coding,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"
9606,506,ATP5B,12,12q13.13,protein-coding,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"
9606,509,ATP5C1,10,10p15.1,protein-coding,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
9606,513,ATP5D,19,19p13.3,protein-coding,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
9606,515,ATP5F1,1,1p13.2,protein-coding,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1"
9606,517,ATP5G2,12,12q13.13,protein-coding,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"
9606,521,ATP5I,4,4p16.3,protein-coding,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E"
9606,522,ATP5J,21,21q21.1,protein-coding,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"
9606,523,ATP6V1A,3,3q13.31,protein-coding,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"
9606,528,ATP6V1C1,8,8q22.3,protein-coding,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1"
9606,529,ATP6V1E1,22,22q11.1,protein-coding,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"
9606,533,ATP6V0B,1,1p32.3,protein-coding,"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b"
9606,535,ATP6V0A1,17,17q21,protein-coding,"ATPase, H+ transporting, lysosomal V0 subunit a1"
9606,537,ATP6AP1,X,Xq28,protein-coding,"ATPase, H+ transporting, lysosomal accessory protein 1"
9606,538,ATP7A,X,Xq21.1,protein-coding,"ATPase, Cu++ transporting, alpha polypeptide"
9606,539,ATP5O,21,21q22.11,protein-coding,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
9606,540,ATP7B,13,13q14.3,protein-coding,"ATPase, Cu++ transporting, beta polypeptide"
9606,545,ATR,3,3q23,protein-coding,ATR serine/threonine kinase
9606,546,ATRX,X,Xq21.1,protein-coding,alpha thalassemia/mental retardation syndrome X-linked
9606,547,KIF1A,2,2q37.3,protein-coding,kinesin family member 1A
9606,550,AUP1,2,2p13,protein-coding,ancient ubiquitous protein 1
9606,551,AVP,20,20p13,protein-coding,arginine vasopressin
9606,552,AVPR1A,12,12q14-q15,protein-coding,arginine vasopressin receptor 1A
9606,553,AVPR1B,1,1q32,protein-coding,arginine vasopressin receptor 1B
9606,554,AVPR2,X,Xq28,protein-coding,arginine vasopressin receptor 2
9606,558,AXL,19,19q13.1,protein-coding,AXL receptor tyrosine kinase
9606,563,AZGP1,7,7q22.1,protein-coding,"alpha-2-glycoprotein 1, zinc-binding"
9606,567,B2M,15,15q21.1,protein-coding,beta-2-microglobulin
9606,570,BAAT,9,9q22.3,protein-coding,bile acid CoA:amino acid N-acyltransferase
9606,571,BACH1,21,21q22.11,protein-coding,"BTB and CNC homology 1, basic leucine zipper transcription factor 1"
9606,572,BAD,11,11q13.1,protein-coding,BCL2-associated agonist of cell death
9606,573,BAG1,9,9p12,protein-coding,BCL2-associated athanogene
9606,575,ADGRB1,8,8q24.3,protein-coding,adhesion G protein-coupled receptor B1
9606,578,BAK1,6,6p21.3,protein-coding,BCL2-antagonist/killer 1
9606,580,BARD1,2,2q35,protein-coding,BRCA1 associated RING domain 1
9606,581,BAX,19,19q13.3-q13.4,protein-coding,BCL2-associated X protein
9606,582,BBS1,11,11q13,protein-coding,Bardet-Biedl syndrome 1
9606,585,BBS4,15,15q22.3-q23,protein-coding,Bardet-Biedl syndrome 4
9606,586,BCAT1,12,12p12.1,protein-coding,"branched chain amino-acid transaminase 1, cytosolic"
9606,587,BCAT2,19,19q13,protein-coding,"branched chain amino-acid transaminase 2, mitochondrial"
9606,590,BCHE,3,3q26.1-q26.2,protein-coding,butyrylcholinesterase
9606,595,CCND1,11,11q13,protein-coding,cyclin D1
9606,596,BCL2,18,18q21.3,protein-coding,B-cell CLL/lymphoma 2
9606,597,BCL2A1,15,15q24.3,protein-coding,BCL2-related protein A1
9606,598,BCL2L1,20,20q11.21,protein-coding,BCL2-like 1
9606,599,BCL2L2,14,14q11.2-q12,protein-coding,BCL2-like 2
9606,602,BCL3,19,19q13.1-q13.2,protein-coding,B-cell CLL/lymphoma 3
9606,604,BCL6,3,3q27,protein-coding,B-cell CLL/lymphoma 6
9606,610,HCN2,19,19p13.3,protein-coding,hyperpolarization activated cyclic nucleotide gated potassium channel 2
9606,613,BCR,22,22q11.23,protein-coding,breakpoint cluster region
9606,622,BDH1,3,3q29,protein-coding,"3-hydroxybutyrate dehydrogenase, type 1"
9606,624,BDKRB2,14,14q32.1-q32.2,protein-coding,bradykinin receptor B2
9606,627,BDNF,11,11p13,protein-coding,brain-derived neurotrophic factor
9606,629,CFB,6,6p21.3,protein-coding,complement factor B
9606,631,BFSP1,20,20p12.1,protein-coding,"beaded filament structural protein 1, filensin"
9606,632,BGLAP,1,1q22,protein-coding,bone gamma-carboxyglutamate (gla) protein
9606,633,BGN,X,Xq28,protein-coding,biglycan
9606,634,CEACAM1,19,19q13.2,protein-coding,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)
9606,636,BICD1,12,12p11.2-p11.1,protein-coding,bicaudal D homolog 1 (Drosophila)
9606,637,BID,22,22q11.1,protein-coding,BH3 interacting domain death agonist
9606,638,BIK,22,22q13.31,protein-coding,BCL2-interacting killer (apoptosis-inducing)
9606,639,PRDM1,6,6q21,protein-coding,"PR domain containing 1, with ZNF domain"
9606,640,BLK,8,8p23-p22,protein-coding,"BLK proto-oncogene, Src family tyrosine kinase"
9606,641,BLM,15,15q26.1,protein-coding,"Bloom syndrome, RecQ helicase-like"
9606,642,BLMH,17,17q11.2,protein-coding,bleomycin hydrolase
9606,643,CXCR5,11,11q23.3,protein-coding,chemokine (C-X-C motif) receptor 5
9606,645,BLVRB,19,19q13.1-q13.2,protein-coding,biliverdin reductase B
9606,648,BMI1,10,10p11.23,protein-coding,"BMI1 proto-oncogene, polycomb ring finger"
9606,649,BMP1,8,8p21.3,protein-coding,bone morphogenetic protein 1
9606,650,BMP2,20,20p12,protein-coding,bone morphogenetic protein 2
9606,651,BMP3,4,4q21,protein-coding,bone morphogenetic protein 3
9606,652,BMP4,14,14q22-q23,protein-coding,bone morphogenetic protein 4
9606,655,BMP7,20,20q13,protein-coding,bone morphogenetic protein 7
9606,656,BMP8B,1,1p35-p32,protein-coding,bone morphogenetic protein 8b
9606,657,BMPR1A,10,10q22.3,protein-coding,"bone morphogenetic protein receptor, type IA"
9606,658,BMPR1B,4,4q22-q24,protein-coding,"bone morphogenetic protein receptor, type IB"
9606,659,BMPR2,2,2q33-q34,protein-coding,"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
9606,660,BMX,X,Xp22.2,protein-coding,BMX non-receptor tyrosine kinase
9606,661,POLR3D,8,8q21,protein-coding,"polymerase (RNA) III (DNA directed) polypeptide D, 44kDa"
9606,662,BNIP1,5,5q33-q34,protein-coding,BCL2/adenovirus E1B 19kDa interacting protein 1
9606,663,BNIP2,15,15q22.2,protein-coding,BCL2/adenovirus E1B 19kDa interacting protein 2
9606,664,BNIP3,10,10q26.3,protein-coding,BCL2/adenovirus E1B 19kDa interacting protein 3
9606,665,BNIP3L,8,8p21,protein-coding,BCL2/adenovirus E1B 19kDa interacting protein 3-like
9606,666,BOK,2,2q37.3,protein-coding,BCL2-related ovarian killer
9606,667,DST,6,6p12.1,protein-coding,dystonin
9606,668,FOXL2,3,3q23,protein-coding,forkhead box L2
9606,669,BPGM,7,7q33,protein-coding,"2,3-bisphosphoglycerate mutase"
9606,672,BRCA1,17,17q21,protein-coding,"breast cancer 1, early onset"
9606,673,BRAF,7,7q34,protein-coding,"B-Raf proto-oncogene, serine/threonine kinase"
9606,675,BRCA2,13,13q12.3,protein-coding,"breast cancer 2, early onset"
